origin_station_complex_name,day_of_week,hour_of_day,avg(sum_estimated_average_ridership)
St Lawrence Av (6),Friday,8,257.2373166666667
St Lawrence Av (6),Friday,9,158.343225
St Lawrence Av (6),Friday,10,110.01167500000001
St Lawrence Av (6),Friday,11,79.94446666666667
St Lawrence Av (6),Friday,12,89.44760000000001
St Lawrence Av (6),Friday,13,113.97034166666664
St Lawrence Av (6),Friday,14,137.88521666666665
St Lawrence Av (6),Friday,15,138.34385833333332
St Lawrence Av (6),Friday,16,106.98793333333332
St Lawrence Av (6),Friday,17,79.25796666666666
St Lawrence Av (6),Friday,18,59.535608333333336
St Lawrence Av (6),Friday,19,43.83116666666667
St Lawrence Av (6),Friday,20,34.6452
St Lawrence Av (6),Friday,21,36.88821666666667
St Lawrence Av (6),Friday,22,28.328225
St Lawrence Av (6),Friday,23,13.947499999999998
St Lawrence Av (6),Monday,0,6.153908333333334
St Lawrence Av (6),Monday,1,3.7916666666666665
St Lawrence Av (6),Monday,2,3.6706749999999997
St Lawrence Av (6),Monday,3,13.594541666666665
St Lawrence Av (6),Monday,4,48.86185833333334
St Lawrence Av (6),Monday,5,159.87124166666666
St Lawrence Av (6),Monday,6,231.84284166666666
St Lawrence Av (6),Monday,7,323.93705000000006
St Lawrence Av (6),Monday,8,262.8576166666667
St Lawrence Av (6),Monday,9,157.5193416666667
St Lawrence Av (6),Monday,10,110.3848
St Lawrence Av (6),Monday,11,83.3875
St Lawrence Av (6),Monday,12,89.31134166666668
St Lawrence Av (6),Monday,13,115.34854166666666
St Lawrence Av (6),Monday,14,133.69295833333334
St Lawrence Av (6),Monday,15,119.93880833333333
St Lawrence Av (6),Monday,16,92.81913333333334
St Lawrence Av (6),Monday,17,67.7085
St Lawrence Av (6),Monday,18,49.35940833333333
St Lawrence Av (6),Monday,19,37.47099166666666
St Lawrence Av (6),Monday,20,32.07439166666666
St Lawrence Av (6),Monday,21,25.416174999999996
St Lawrence Av (6),Monday,22,20.722683333333332
St Lawrence Av (6),Monday,23,11.362366666666668
St Lawrence Av (6),Saturday,0,8.383441666666668
St Lawrence Av (6),Saturday,1,6.791891666666667
St Lawrence Av (6),Saturday,2,3.5958333333333328
St Lawrence Av (6),Saturday,3,7.7191
St Lawrence Av (6),Saturday,4,22.35925833333333
St Lawrence Av (6),Saturday,5,53.62014166666666
St Lawrence Av (6),Saturday,6,95.57820833333331
St Lawrence Av (6),Saturday,7,114.1107
St Lawrence Av (6),Saturday,8,112.53610833333333
St Lawrence Av (6),Saturday,9,109.88804166666667
St Lawrence Av (6),Saturday,10,92.30930833333332
St Lawrence Av (6),Saturday,11,72.692
St Lawrence Av (6),Saturday,12,79.68779166666666
St Lawrence Av (6),Saturday,13,97.69385833333332
St Lawrence Av (6),Saturday,14,107.819375
St Lawrence Av (6),Saturday,15,93.45160833333331
St Lawrence Av (6),Saturday,16,69.18820833333335
St Lawrence Av (6),Saturday,17,53.812599999999996
St Lawrence Av (6),Saturday,18,40.0614
St Lawrence Av (6),Saturday,19,35.2896
St Lawrence Av (6),Saturday,20,29.456108333333336
St Lawrence Av (6),Saturday,21,31.095991666666666
St Lawrence Av (6),Saturday,22,25.4851
St Lawrence Av (6),Saturday,23,13.236366666666664
St Lawrence Av (6),Sunday,0,7.087425
St Lawrence Av (6),Sunday,1,5.328975000000001
St Lawrence Av (6),Sunday,2,3.6209000000000002
St Lawrence Av (6),Sunday,3,5.2082500000000005
St Lawrence Av (6),Sunday,4,16.756075000000003
St Lawrence Av (6),Sunday,5,38.09813333333334
St Lawrence Av (6),Sunday,6,66.960725
St Lawrence Av (6),Sunday,7,75.14195000000001
St Lawrence Av (6),Sunday,8,77.803075
St Lawrence Av (6),Sunday,9,90.11841666666668
St Lawrence Av (6),Sunday,10,82.08033333333333
St Lawrence Av (6),Sunday,11,63.62009166666667
St Lawrence Av (6),Sunday,12,69.392125
St Lawrence Av (6),Sunday,13,90.37483333333331
St Lawrence Av (6),Sunday,14,101.31860833333333
St Lawrence Av (6),Sunday,15,80.63210833333335
St Lawrence Av (6),Sunday,16,54.628791666666665
St Lawrence Av (6),Sunday,17,46.196025
St Lawrence Av (6),Sunday,18,36.185700000000004
St Lawrence Av (6),Sunday,19,27.794408333333337
St Lawrence Av (6),Sunday,20,27.399975
St Lawrence Av (6),Sunday,21,29.556866666666668
St Lawrence Av (6),Sunday,22,20.005325
St Lawrence Av (6),Sunday,23,12.64665
St Lawrence Av (6),Thursday,0,6.512841666666667
St Lawrence Av (6),Thursday,1,3.4415833333333334
St Lawrence Av (6),Thursday,2,3.720641666666667
St Lawrence Av (6),Thursday,3,13.538691666666667
St Lawrence Av (6),Thursday,4,47.5068
St Lawrence Av (6),Thursday,5,162.78081666666668
St Lawrence Av (6),Thursday,6,244.006175
St Lawrence Av (6),Thursday,7,364.5294916666667
St Lawrence Av (6),Thursday,8,295.6182416666666
St Lawrence Av (6),Thursday,9,168.21553333333335
St Lawrence Av (6),Thursday,10,120.44320000000003
St Lawrence Av (6),Thursday,11,83.55873333333334
St Lawrence Av (6),Thursday,12,90.44131666666665
St Lawrence Av (6),Thursday,13,111.65275000000001
St Lawrence Av (6),Thursday,14,132.42757500000002
St Lawrence Av (6),Thursday,15,120.61642499999999
St Lawrence Av (6),Thursday,16,103.07527499999999
St Lawrence Av (6),Thursday,17,76.13253333333334
St Lawrence Av (6),Thursday,18,55.257000000000005
St Lawrence Av (6),Thursday,19,40.838550000000005
St Lawrence Av (6),Thursday,20,33.067033333333335
St Lawrence Av (6),Thursday,21,41.47923333333333
St Lawrence Av (6),Thursday,22,32.42395833333333
St Lawrence Av (6),Thursday,23,13.499891666666668
St Lawrence Av (6),Tuesday,0,5.383608333333332
St Lawrence Av (6),Tuesday,1,3.4791833333333333
St Lawrence Av (6),Tuesday,2,3.433316666666667
St Lawrence Av (6),Tuesday,3,15.291841666666668
St Lawrence Av (6),Tuesday,4,46.78665833333333
St Lawrence Av (6),Tuesday,5,172.80102499999998
St Lawrence Av (6),Tuesday,6,248.44779166666672
St Lawrence Av (6),Tuesday,7,359.240325
St Lawrence Av (6),Tuesday,8,285.02343333333334
St Lawrence Av (6),Tuesday,9,166.84536666666665
St Lawrence Av (6),Tuesday,10,115.89757500000002
St Lawrence Av (6),Tuesday,11,84.39981666666667
St Lawrence Av (6),Tuesday,12,91.50535833333333
St Lawrence Av (6),Tuesday,13,113.07270833333332
St Lawrence Av (6),Tuesday,14,129.24239166666666
St Lawrence Av (6),Tuesday,15,112.14845000000001
St Lawrence Av (6),Tuesday,16,97.09654166666667
St Lawrence Av (6),Tuesday,17,69.28094166666666
St Lawrence Av (6),Tuesday,18,52.249125
St Lawrence Av (6),Tuesday,19,39.08408333333333
St Lawrence Av (6),Tuesday,20,33.01025
St Lawrence Av (6),Tuesday,21,33.519725
St Lawrence Av (6),Tuesday,22,22.478800000000003
St Lawrence Av (6),Tuesday,23,11.676933333333336
St Lawrence Av (6),Wednesday,0,5.854333333333333
St Lawrence Av (6),Wednesday,1,3.9791666666666665
St Lawrence Av (6),Wednesday,2,3.962408333333333
St Lawrence Av (6),Wednesday,3,13.062375000000001
St Lawrence Av (6),Wednesday,4,51.23190833333334
St Lawrence Av (6),Wednesday,5,168.46145833333335
St Lawrence Av (6),Wednesday,6,249.5128333333333
St Lawrence Av (6),Wednesday,7,356.7374916666667
St Lawrence Av (6),Wednesday,8,289.42915
St Lawrence Av (6),Wednesday,9,170.490725
St Lawrence Av (6),Wednesday,10,115.53203333333333
St Lawrence Av (6),Wednesday,11,85.08685833333334
St Lawrence Av (6),Wednesday,12,94.561325
St Lawrence Av (6),Wednesday,13,119.90346666666669
St Lawrence Av (6),Wednesday,14,129.19998333333334
St Lawrence Av (6),Wednesday,15,118.36873333333335
St Lawrence Av (6),Wednesday,16,99.56865833333332
St Lawrence Av (6),Wednesday,17,68.43359166666666
St Lawrence Av (6),Wednesday,18,53.42097499999999
St Lawrence Av (6),Wednesday,19,39.049099999999996
St Lawrence Av (6),Wednesday,20,32.019324999999995
St Lawrence Av (6),Wednesday,21,29.292258333333333
St Lawrence Av (6),Wednesday,22,22.42095
St Lawrence Av (6),Wednesday,23,13.14615
"Steinway St (M,R)",Friday,0,55.641175
"Steinway St (M,R)",Friday,1,22.646
"Steinway St (M,R)",Friday,2,17.671766666666667
"Steinway St (M,R)",Friday,3,17.560850000000002
"Steinway St (M,R)",Friday,4,34.23915
"Steinway St (M,R)",Friday,5,133.440425
"Steinway St (M,R)",Friday,6,320.1989833333334
"Steinway St (M,R)",Friday,7,651.5361666666666
"Steinway St (M,R)",Friday,8,859.6583833333334
"Steinway St (M,R)",Friday,9,521.32485
"Steinway St (M,R)",Friday,10,383.07165000000003
"Steinway St (M,R)",Friday,11,359.24665
"Steinway St (M,R)",Friday,12,368.2087916666667
"Steinway St (M,R)",Friday,13,433.8866583333333
"Steinway St (M,R)",Friday,14,497.3360416666667
"Steinway St (M,R)",Friday,15,625.3790333333333
"Steinway St (M,R)",Friday,16,632.392125
"Steinway St (M,R)",Friday,17,702.0109166666666
"Steinway St (M,R)",Friday,18,631.8462083333333
"Steinway St (M,R)",Friday,19,464.7235416666667
"Steinway St (M,R)",Friday,20,339.74280000000005
"Steinway St (M,R)",Friday,21,251.236925
"Steinway St (M,R)",Friday,22,210.92250833333333
"Steinway St (M,R)",Friday,23,150.92342499999998
"Steinway St (M,R)",Monday,0,55.38851666666667
"Steinway St (M,R)",Monday,1,22.664933333333334
"Steinway St (M,R)",Monday,2,19.667199999999998
"Steinway St (M,R)",Monday,3,16.50475
"Steinway St (M,R)",Monday,4,33.74763333333333
"Steinway St (M,R)",Monday,5,127.58082500000002
"Steinway St (M,R)",Monday,6,330.3727666666667
"Steinway St (M,R)",Monday,7,678.4103916666668
"Steinway St (M,R)",Monday,8,985.2103666666667
"Steinway St (M,R)",Monday,9,545.13945
"Steinway St (M,R)",Monday,10,371.2073333333333
"Steinway St (M,R)",Monday,11,339.01109166666674
"Steinway St (M,R)",Monday,12,342.19620000000003
"Steinway St (M,R)",Monday,13,372.2841583333333
"Steinway St (M,R)",Monday,14,426.6970833333333
"Steinway St (M,R)",Monday,15,542.4541166666667
"Steinway St (M,R)",Monday,16,556.6838916666667
"Steinway St (M,R)",Monday,17,596.0469916666667
"Steinway St (M,R)",Monday,18,486.8737750000001
"Steinway St (M,R)",Monday,19,342.926175
"Steinway St (M,R)",Monday,20,265.7318333333334
"Steinway St (M,R)",Monday,21,194.01185
"Steinway St (M,R)",Monday,22,174.7261583333333
"Steinway St (M,R)",Monday,23,87.06265833333335
"Steinway St (M,R)",Saturday,0,86.87663333333332
"Steinway St (M,R)",Saturday,1,45.611333333333334
"Steinway St (M,R)",Saturday,2,29.04579166666667
"Steinway St (M,R)",Saturday,3,23.370075000000003
"Steinway St (M,R)",Saturday,4,27.89279166666667
"Steinway St (M,R)",Saturday,5,54.93416666666666
"Steinway St (M,R)",Saturday,6,119.1461
"Steinway St (M,R)",Saturday,7,190.37989166666668
"Steinway St (M,R)",Saturday,8,267.78910833333333
"Steinway St (M,R)",Saturday,9,331.60525
"Steinway St (M,R)",Saturday,10,383.63799166666666
"Steinway St (M,R)",Saturday,11,422.2790166666667
"Steinway St (M,R)",Saturday,12,458.9681833333334
"Steinway St (M,R)",Saturday,13,491.15345
"Steinway St (M,R)",Saturday,14,503.9276750000001
"Steinway St (M,R)",Saturday,15,535.274825
"Steinway St (M,R)",Saturday,16,505.489875
"Steinway St (M,R)",Saturday,17,483.2521
"Steinway St (M,R)",Saturday,18,437.2199333333333
"Steinway St (M,R)",Saturday,19,341.4697583333334
"Steinway St (M,R)",Saturday,20,264.5265166666666
"Steinway St (M,R)",Saturday,21,210.61913333333334
"Steinway St (M,R)",Saturday,22,184.21196666666665
"Steinway St (M,R)",Saturday,23,136.82230833333332
"Steinway St (M,R)",Sunday,0,88.82667500000001
"Steinway St (M,R)",Sunday,1,50.30519166666667
"Steinway St (M,R)",Sunday,2,28.446025000000002
"Steinway St (M,R)",Sunday,3,24.57095
"Steinway St (M,R)",Sunday,4,27.80125
"Steinway St (M,R)",Sunday,5,43.51963333333333
"Steinway St (M,R)",Sunday,6,85.69645833333333
"Steinway St (M,R)",Sunday,7,115.126125
"Steinway St (M,R)",Sunday,8,183.14051666666668
"Steinway St (M,R)",Sunday,9,244.91365833333336
"Steinway St (M,R)",Sunday,10,326.7663833333333
"Steinway St (M,R)",Sunday,11,352.83531666666664
"Steinway St (M,R)",Sunday,12,372.48944166666666
"Steinway St (M,R)",Sunday,13,403.35665
"Steinway St (M,R)",Sunday,14,420.1497000000001
"Steinway St (M,R)",Sunday,15,393.72026666666665
"Steinway St (M,R)",Sunday,16,367.2916
"Steinway St (M,R)",Sunday,17,350.79892500000005
"Steinway St (M,R)",Sunday,18,321.75809999999996
"Steinway St (M,R)",Sunday,19,232.69157500000003
"Steinway St (M,R)",Sunday,20,189.434475
"Steinway St (M,R)",Sunday,21,152.87113333333335
"Steinway St (M,R)",Sunday,22,146.656325
"Steinway St (M,R)",Sunday,23,89.11433333333332
"Steinway St (M,R)",Thursday,0,49.805258333333335
"Steinway St (M,R)",Thursday,1,20.291691666666665
"Steinway St (M,R)",Thursday,2,17.095941666666665
"Steinway St (M,R)",Thursday,3,18.01705833333333
"Steinway St (M,R)",Thursday,4,33.946125
"Steinway St (M,R)",Thursday,5,132.69311666666667
"Steinway St (M,R)",Thursday,6,355.47696666666667
"Steinway St (M,R)",Thursday,7,777.0036083333333
"Steinway St (M,R)",Thursday,8,1203.21525
"Steinway St (M,R)",Thursday,9,672.6171916666667
"Steinway St (M,R)",Thursday,10,430.9809666666667
"Steinway St (M,R)",Thursday,11,371.8042249999999
"Steinway St (M,R)",Thursday,12,351.3484583333333
"Steinway St (M,R)",Thursday,13,393.72055
"Steinway St (M,R)",Thursday,14,457.02950000000004
"Steinway St (M,R)",Thursday,15,604.136775
"Steinway St (M,R)",Thursday,16,623.0397083333334
"Steinway St (M,R)",Thursday,17,679.4520833333335
"Steinway St (M,R)",Thursday,18,574.9396500000001
"Steinway St (M,R)",Thursday,19,390.1051750000001
"Steinway St (M,R)",Thursday,20,301.28462499999995
"Steinway St (M,R)",Thursday,21,236.151575
"Steinway St (M,R)",Thursday,22,192.70128333333332
"Steinway St (M,R)",Thursday,23,106.84095833333333
"Steinway St (M,R)",Tuesday,0,48.22058333333333
"Steinway St (M,R)",Tuesday,1,19.26278333333333
"Steinway St (M,R)",Tuesday,2,14.520683333333332
"Steinway St (M,R)",Tuesday,3,15.354333333333336
"Steinway St (M,R)",Tuesday,4,34.508491666666664
"Steinway St (M,R)",Tuesday,5,140.73725833333333
"Steinway St (M,R)",Tuesday,6,370.72709166666664
"Steinway St (M,R)",Tuesday,7,813.6907416666667
"Steinway St (M,R)",Tuesday,8,1238.0987916666666
"Steinway St (M,R)",Tuesday,9,665.7163166666666
"Steinway St (M,R)",Tuesday,10,417.4053333333333
"Steinway St (M,R)",Tuesday,11,361.816
"Steinway St (M,R)",Tuesday,12,348.12729999999993
"Steinway St (M,R)",Tuesday,13,391.31929999999994
"Steinway St (M,R)",Tuesday,14,450.727625
"Steinway St (M,R)",Tuesday,15,561.843525
"Steinway St (M,R)",Tuesday,16,586.4464583333333
"Steinway St (M,R)",Tuesday,17,633.4051583333334
"Steinway St (M,R)",Tuesday,18,547.9315333333333
"Steinway St (M,R)",Tuesday,19,378.0026416666667
"Steinway St (M,R)",Tuesday,20,283.5433
"Steinway St (M,R)",Tuesday,21,209.81774999999996
"Steinway St (M,R)",Tuesday,22,181.092325
"Steinway St (M,R)",Tuesday,23,97.17446666666667
"Steinway St (M,R)",Wednesday,0,51.34151666666667
"Steinway St (M,R)",Wednesday,1,21.5247
"Steinway St (M,R)",Wednesday,2,15.083841666666666
"Steinway St (M,R)",Wednesday,3,15.817258333333335
"Steinway St (M,R)",Wednesday,4,33.555725
"Steinway St (M,R)",Wednesday,5,137.59108333333333
"Steinway St (M,R)",Wednesday,6,359.69759999999997
"Steinway St (M,R)",Wednesday,7,812.0609000000001
"Steinway St (M,R)",Wednesday,8,1258.5197333333333
"Steinway St (M,R)",Wednesday,9,681.5394166666667
"Steinway St (M,R)",Wednesday,10,428.58930833333346
"Steinway St (M,R)",Wednesday,11,377.70210833333334
"Steinway St (M,R)",Wednesday,12,361.7451833333334
"Steinway St (M,R)",Wednesday,13,394.02295000000004
"Steinway St (M,R)",Wednesday,14,450.5835583333333
"Steinway St (M,R)",Wednesday,15,576.3038916666666
"Steinway St (M,R)",Wednesday,16,574.1675250000001
"Steinway St (M,R)",Wednesday,17,643.7095166666667
"Steinway St (M,R)",Wednesday,18,558.7561083333334
"Steinway St (M,R)",Wednesday,19,376.91375
"Steinway St (M,R)",Wednesday,20,293.6183416666667
"Steinway St (M,R)",Wednesday,21,220.53535
"Steinway St (M,R)",Wednesday,22,186.6514083333333
"Steinway St (M,R)",Wednesday,23,92.55955
"Sterling St (2,5)",Friday,0,8.845016666666668
"Sterling St (2,5)",Friday,1,3.7542166666666663
"Sterling St (2,5)",Friday,2,4.383375
"Sterling St (2,5)",Friday,3,5.750266666666666
"Sterling St (2,5)",Friday,4,24.440700000000003
"Sterling St (2,5)",Friday,5,62.36784166666667
"Sterling St (2,5)",Friday,6,184.16394166666666
"Sterling St (2,5)",Friday,7,424.1051333333333
"Sterling St (2,5)",Friday,8,470.9666833333333
"Sterling St (2,5)",Friday,9,314.002675
"Sterling St (2,5)",Friday,10,213.36255833333334
"Sterling St (2,5)",Friday,11,209.43860833333338
"Sterling St (2,5)",Friday,12,215.74208333333334
"Sterling St (2,5)",Friday,13,236.27892499999996
"Sterling St (2,5)",Friday,14,240.23232500000003
"Sterling St (2,5)",Friday,15,249.99862500000003
"Sterling St (2,5)",Friday,16,231.91757499999997
"Sterling St (2,5)",Friday,17,254.71609999999998
"Sterling St (2,5)",Friday,18,217.03903333333335
"Sterling St (2,5)",Friday,19,132.39315833333333
"Sterling St (2,5)",Friday,20,86.4223
"Sterling St (2,5)",Friday,21,62.25873333333333
"Sterling St (2,5)",Friday,22,44.40765833333334
"Sterling St (2,5)",Friday,23,28.589
"Sterling St (2,5)",Monday,0,8.158791666666668
"Sterling St (2,5)",Monday,1,4.29995
"Sterling St (2,5)",Monday,2,4.6332916666666675
"Sterling St (2,5)",Monday,3,5.591725
"Sterling St (2,5)",Monday,4,24.406708333333338
"Sterling St (2,5)",Monday,5,67.13385833333332
"Sterling St (2,5)",Monday,6,192.80811666666668
"Sterling St (2,5)",Monday,7,436.2665833333333
"Sterling St (2,5)",Monday,8,534.9124083333335
"Sterling St (2,5)",Monday,9,343.53244166666667
"Sterling St (2,5)",Monday,10,214.256275
"Sterling St (2,5)",Monday,11,189.73058333333333
"Sterling St (2,5)",Monday,12,184.032
"Sterling St (2,5)",Monday,13,201.65351666666663
"Sterling St (2,5)",Monday,14,204.07293333333337
"Sterling St (2,5)",Monday,15,222.44065
"Sterling St (2,5)",Monday,16,198.16639166666667
"Sterling St (2,5)",Monday,17,227.08211666666668
"Sterling St (2,5)",Monday,18,163.93666666666664
"Sterling St (2,5)",Monday,19,95.09810833333334
"Sterling St (2,5)",Monday,20,69.84404166666667
"Sterling St (2,5)",Monday,21,38.919875
"Sterling St (2,5)",Monday,22,31.488858333333337
"Sterling St (2,5)",Monday,23,15.083958333333333
"Sterling St (2,5)",Saturday,0,16.434925
"Sterling St (2,5)",Saturday,1,7.1210666666666675
"Sterling St (2,5)",Saturday,2,5.375158333333334
"Sterling St (2,5)",Saturday,3,3.7124749999999995
"Sterling St (2,5)",Saturday,4,11.487508333333333
"Sterling St (2,5)",Saturday,5,23.329574999999995
"Sterling St (2,5)",Saturday,6,58.75248333333334
"Sterling St (2,5)",Saturday,7,86.89510833333334
"Sterling St (2,5)",Saturday,8,117.433625
"Sterling St (2,5)",Saturday,9,147.46256666666667
"Sterling St (2,5)",Saturday,10,170.12409166666666
"Sterling St (2,5)",Saturday,11,187.82774166666664
"Sterling St (2,5)",Saturday,12,192.63295833333333
"Sterling St (2,5)",Saturday,13,185.60894166666665
"Sterling St (2,5)",Saturday,14,183.0361
"Sterling St (2,5)",Saturday,15,151.98399166666664
"Sterling St (2,5)",Saturday,16,142.115825
"Sterling St (2,5)",Saturday,17,144.61963333333333
"Sterling St (2,5)",Saturday,18,139.3526666666667
"Sterling St (2,5)",Saturday,19,104.66698333333335
"Sterling St (2,5)",Saturday,20,67.19532500000001
"Sterling St (2,5)",Saturday,21,57.31740833333333
"Sterling St (2,5)",Saturday,22,43.296400000000006
"Sterling St (2,5)",Saturday,23,28.890783333333342
"Sterling St (2,5)",Sunday,0,14.987133333333334
"Sterling St (2,5)",Sunday,1,7.1874833333333354
"Sterling St (2,5)",Sunday,2,5.070866666666666
"Sterling St (2,5)",Sunday,3,3.68345
"Sterling St (2,5)",Sunday,4,9.279516666666668
"Sterling St (2,5)",Sunday,5,21.020533333333333
"Sterling St (2,5)",Sunday,6,44.217175
"Sterling St (2,5)",Sunday,7,56.838391666666666
"Sterling St (2,5)",Sunday,8,87.20201666666667
"Sterling St (2,5)",Sunday,9,119.32166666666666
"Sterling St (2,5)",Sunday,10,154.16599166666666
"Sterling St (2,5)",Sunday,11,159.77314999999996
"Sterling St (2,5)",Sunday,12,164.75109166666667
"Sterling St (2,5)",Sunday,13,167.70779166666668
"Sterling St (2,5)",Sunday,14,165.0915
"Sterling St (2,5)",Sunday,15,141.947275
"Sterling St (2,5)",Sunday,16,122.6145
"Sterling St (2,5)",Sunday,17,109.90805833333333
"Sterling St (2,5)",Sunday,18,86.34876666666666
"Sterling St (2,5)",Sunday,19,62.86886666666668
"Sterling St (2,5)",Sunday,20,48.260025000000006
"Sterling St (2,5)",Sunday,21,38.37336666666667
"Sterling St (2,5)",Sunday,22,33.57401666666667
"Sterling St (2,5)",Sunday,23,16.17975
"Sterling St (2,5)",Thursday,0,8.850475000000001
"Sterling St (2,5)",Thursday,1,4.575091666666666
"Sterling St (2,5)",Thursday,2,3.628966666666667
"Sterling St (2,5)",Thursday,3,5.987683333333334
"Sterling St (2,5)",Thursday,4,28.180691666666664
"Sterling St (2,5)",Thursday,5,63.94289166666666
"Sterling St (2,5)",Thursday,6,199.0541166666667
"Sterling St (2,5)",Thursday,7,488.58734166666665
"Sterling St (2,5)",Thursday,8,649.4863583333332
"Sterling St (2,5)",Thursday,9,416.0602916666667
"Sterling St (2,5)",Thursday,10,242.3485916666667
"Sterling St (2,5)",Thursday,11,206.69989999999999
"Sterling St (2,5)",Thursday,12,187.42347500000002
"Sterling St (2,5)",Thursday,13,216.38649999999998
"Sterling St (2,5)",Thursday,14,216.3915916666667
"Sterling St (2,5)",Thursday,15,231.62455
"Sterling St (2,5)",Thursday,16,216.5948
"Sterling St (2,5)",Thursday,17,240.09780833333335
"Sterling St (2,5)",Thursday,18,193.43561666666665
"Sterling St (2,5)",Thursday,19,114.06928333333333
"Sterling St (2,5)",Thursday,20,84.83689166666666
"Sterling St (2,5)",Thursday,21,52.933233333333334
"Sterling St (2,5)",Thursday,22,42.81598333333333
"Sterling St (2,5)",Thursday,23,25.686450000000004
"Sterling St (2,5)",Tuesday,0,6.529233333333334
"Sterling St (2,5)",Tuesday,1,4.395733333333333
"Sterling St (2,5)",Tuesday,2,3.020908333333333
"Sterling St (2,5)",Tuesday,3,6.729533333333333
"Sterling St (2,5)",Tuesday,4,26.786316666666664
"Sterling St (2,5)",Tuesday,5,69.885425
"Sterling St (2,5)",Tuesday,6,211.98205
"Sterling St (2,5)",Tuesday,7,503.54988333333336
"Sterling St (2,5)",Tuesday,8,682.4079999999999
"Sterling St (2,5)",Tuesday,9,421.883625
"Sterling St (2,5)",Tuesday,10,230.57304166666665
"Sterling St (2,5)",Tuesday,11,192.95705
"Sterling St (2,5)",Tuesday,12,182.96052499999996
"Sterling St (2,5)",Tuesday,13,203.67526666666672
"Sterling St (2,5)",Tuesday,14,212.3857416666667
"Sterling St (2,5)",Tuesday,15,224.51469999999998
"Sterling St (2,5)",Tuesday,16,209.680425
"Sterling St (2,5)",Tuesday,17,236.84827499999997
"Sterling St (2,5)",Tuesday,18,182.158175
"Sterling St (2,5)",Tuesday,19,96.74609166666666
"Sterling St (2,5)",Tuesday,20,74.96263333333333
"Sterling St (2,5)",Tuesday,21,47.80784166666666
"Sterling St (2,5)",Tuesday,22,39.12219166666666
"Sterling St (2,5)",Tuesday,23,23.075066666666668
"Sterling St (2,5)",Wednesday,0,8.866658333333335
"Sterling St (2,5)",Wednesday,1,4.422349999999999
"Sterling St (2,5)",Wednesday,2,3.383316666666667
"Sterling St (2,5)",Wednesday,3,6.066933333333334
"Sterling St (2,5)",Wednesday,4,26.14108333333333
"Sterling St (2,5)",Wednesday,5,69.38552499999999
"Sterling St (2,5)",Wednesday,6,206.02188333333334
"Sterling St (2,5)",Wednesday,7,513.4773999999999
"Sterling St (2,5)",Wednesday,8,684.590325
"Sterling St (2,5)",Wednesday,9,420.04804999999993
"Sterling St (2,5)",Wednesday,10,235.56866666666664
"Sterling St (2,5)",Wednesday,11,199.69075
"Sterling St (2,5)",Wednesday,12,192.6613166666666
"Sterling St (2,5)",Wednesday,13,210.71848333333335
"Sterling St (2,5)",Wednesday,14,216.64560833333334
"Sterling St (2,5)",Wednesday,15,229.82006666666666
"Sterling St (2,5)",Wednesday,16,210.45418333333336
"Sterling St (2,5)",Wednesday,17,239.35536666666667
"Sterling St (2,5)",Wednesday,18,180.29965833333335
"Sterling St (2,5)",Wednesday,19,107.17200833333332
"Sterling St (2,5)",Wednesday,20,75.59628333333333
"Sterling St (2,5)",Wednesday,21,49.35368333333333
"Sterling St (2,5)",Wednesday,22,39.12160833333333
"Sterling St (2,5)",Wednesday,23,21.48861666666667
Sutphin Blvd (F),Friday,0,12.179358333333333
Sutphin Blvd (F),Friday,1,5.383508333333334
Sutphin Blvd (F),Friday,2,5.520858333333333
Sutphin Blvd (F),Friday,3,15.830116666666667
Sutphin Blvd (F),Friday,4,46.599991666666675
Sutphin Blvd (F),Friday,5,166.94631666666666
Sutphin Blvd (F),Friday,6,255.21216666666666
Sutphin Blvd (F),Friday,7,369.7520416666667
Sutphin Blvd (F),Friday,8,298.24375833333335
Sutphin Blvd (F),Friday,9,190.98798333333332
Sutphin Blvd (F),Friday,10,155.66530833333331
Sutphin Blvd (F),Friday,11,139.099125
Sutphin Blvd (F),Friday,12,147.25755833333332
Sutphin Blvd (F),Friday,13,155.7027666666667
Sutphin Blvd (F),Friday,14,178.1961666666667
Sutphin Blvd (F),Friday,15,166.70630833333334
Sutphin Blvd (F),Friday,16,173.09029166666667
Sutphin Blvd (F),Friday,17,147.28205833333334
Sutphin Blvd (F),Friday,18,110.51749166666667
Sutphin Blvd (F),Friday,19,75.89103333333334
Sutphin Blvd (F),Friday,20,59.75088333333334
Sutphin Blvd (F),Friday,21,48.706516666666666
Sutphin Blvd (F),Friday,22,30.525325
Sutphin Blvd (F),Friday,23,22.300908333333336
Sutphin Blvd (F),Monday,0,12.6817
Sutphin Blvd (F),Monday,1,5.17095
Sutphin Blvd (F),Monday,2,4.770716666666667
Sutphin Blvd (F),Monday,3,13.31635
Sutphin Blvd (F),Monday,4,43.95053333333334
Sutphin Blvd (F),Monday,5,164.11314166666668
Sutphin Blvd (F),Monday,6,260.79477499999996
Sutphin Blvd (F),Monday,7,386.33296666666666
Sutphin Blvd (F),Monday,8,313.7105583333334
Sutphin Blvd (F),Monday,9,188.66110833333335
Sutphin Blvd (F),Monday,10,159.97127500000002
Sutphin Blvd (F),Monday,11,144.94720833333332
Sutphin Blvd (F),Monday,12,163.42925833333334
Sutphin Blvd (F),Monday,13,156.89983333333336
Sutphin Blvd (F),Monday,14,168.81126666666668
